path	disposition	reason
crates/rusty-bacnet/src/types/foreign_device.rs	port	unique local path; preserve behavior unless tranche review proves otherwise
crates/rusty-bacnet/src/types/iam.rs	port	unique local path; preserve behavior unless tranche review proves otherwise
crates/rusty-bacnet/src/types/raw_value.rs	port	unique local path; preserve behavior unless tranche review proves otherwise
crates/rusty-bacnet/src/types/router.rs	port	unique local path; preserve behavior unless tranche review proves otherwise
crates/rusty-bacnet/src/types/rpm_wpm.rs	port	unique local path; preserve behavior unless tranche review proves otherwise
crates/rusty-bacnet/tests/README.md	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/Dockerfile	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/Dockerfile.bacpypes3	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/Dockerfile.discovery-fast	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/Dockerfile.heterogeneous-runtime	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/Dockerfile.sc-runtime	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/Dockerfile.w12-campus	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/README.md	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/bacpypes3_bbmd.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/compose.foreign-device.yml	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/compose.w12-campus.yml	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/compose.w13-cross-stack.yml	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/compose.w3-bbmd-policy.yml	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/compose.w5-virtual-router.yml	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/compose.w6-cov.yml	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/compose.yml	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/discovery_fixture.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/foreign_device_fixture.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/heterogeneous_runtime_fixture.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-discovery.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-foreign-device.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-heterogeneous-runtime-in-container.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-heterogeneous-runtime.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-sc-runtime-in-container.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-sc-runtime.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-w12-campus.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-w13-cross-stack.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-w3-bbmd-policy.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-w5-virtual-router.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/run-w6-cov.sh	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/sc_runtime_fixture.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w12_bbmd.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w12_client.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w12_remote_host.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w13_bacpypes_role.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w13_compare.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w13_rust_role.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w3_bbmd_fixture.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w3_foreign_device.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w5_bacpypes3_scanner.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w5_virtual_router_host.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w6_cov_server.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/container/w6_cov_subscriber.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_apdu_observer.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_api_contract.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_bbmd_server.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_bip_loopback.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_bvll_management.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_bvll_policy.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_device_identity.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_error_taxonomy.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_foreign_device.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_object_metadata.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_raw_decode.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_server_object_retention.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/tests/test_virtual_router.py	port	capability acceptance evidence must move with its behavior
crates/rusty-bacnet/uv.lock	port	unique local path; preserve behavior unless tranche review proves otherwise
docs/plans/ace-ng-edge-python-parity-plan.md	evidence-only	historical planning/evidence; retain without treating as product behavior
docs/plans/bacpypes3-feature-parity-workplan.md	evidence-only	historical planning/evidence; retain without treating as product behavior
docs/plans/evidence/bacpypes3-feature-parity-evidence.md	evidence-only	historical planning/evidence; retain without treating as product behavior
docs/plans/evidence/runtime-batch-ab-2026-07-15.md	evidence-only	historical planning/evidence; retain without treating as product behavior
docs/plans/evidence/rust-native-runtime-verification-2026-07-15.md	evidence-only	historical planning/evidence; retain without treating as product behavior
docs/plans/evidence/rust-native-source-manifest-2026-07-16.sha256	evidence-only	historical planning/evidence; retain without treating as product behavior
rusty-bacnet-streaming-iam-proposal.md	evidence-only	review claim-by-claim after implementation
tests/test_campus_routing.py	port	capability acceptance evidence must move with its behavior
